sample,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,anomalies
HLY0102-040-081,0.041310233451151555,0.10165326460729081,0.014779014252908755,0.07150114664718332,0.021534544182569445,0.00798819055475204,0.027209161503586012,0.004836156706445373,0.03155479825508247,0.006759674927414116,0.01929210340922768,0.0029673397714478815,0.018766735575688274,0.0027301329349338744,"['Ce', 'Eu']"
HLY0102-047-010,8.712013448207589,21.070215689512402,3.010785956126829,14.316411832912912,4.182136526234663,1.5309659168547614,5.146202221425397,0.9026650713252402,5.812276470781102,1.2299946032713633,3.471326546068818,0.5285226630177597,3.3121307731780107,0.4779328631106671,[]
HLY0102-051-033,5.605959378929856,13.780067193619495,2.001304537287279,9.672047616555004,2.9075372838373634,1.0776668089610923,3.667733158623751,0.6513725012114302,4.246595989052829,0.9090233193110356,2.5925650602435506,0.398515688695497,2.5189650247147926,0.3662685652960138,[]
HLY0102-052-001,6.669220289799685,16.139996783965437,2.307768711460963,10.980560755017986,3.2112862466761456,1.1761396070254586,3.9554212358062624,0.6941368020025035,4.471747129549996,0.9467392215759989,2.673021638879118,0.40713094369111674,2.5522611870846426,0.3683963581178971,[]
HLY0102-055-019,2.610330303032902,7.048748242807613,1.124576462824452,5.970481830389058,2.1185707646264094,0.8437499722098201,3.0855925533298194,0.5888190444611563,4.124819559784399,0.9435169905364315,2.859658445960363,0.4645568125941449,3.0861964376834785,0.4690381873090326,[]
HLY0102-055-019,2.5459887066397355,6.913569194053055,1.1091968069701001,5.921862357601999,2.1221638607428877,0.8488039974079379,3.117381311401996,0.5974353320435014,4.2031192803748025,0.9652310628742493,2.9360783021883443,0.4785433727309796,3.18854200049443,0.48586988574923456,[]
HLY0102-058-007,6.640384953167818,16.156095414340868,2.3224160162204535,11.109308514207203,3.279641841794973,1.2060807722428148,4.072680852072886,0.7176337048308495,4.641999758161303,0.9864888988162499,2.7948731451544075,0.4270270324102221,2.684552118219894,0.38846451735311494,[]
HLY0102-061-005,5.233995890565243,12.920278150667363,1.884390062858797,9.145619917598555,2.7698863590950613,1.029973391881681,3.51677083280695,0.626585869286175,4.098235968878388,0.8798888500970714,2.516350675843769,0.38776407324471807,2.4565005393909667,0.3578976856568633,[]
HLY0102-063-026,5.9215238353879185,14.389638835665117,2.0659830863456734,9.870679052612553,2.9077487634370236,1.0683266283450676,3.6041697456340684,0.634490149856715,4.100382471626324,0.8706420532652102,2.4647263415580007,0.3763155173916565,2.364230064372732,0.34191753519434914,[]
HLY0102-068-003,7.049620770867952,17.138684092254827,2.4617823203448164,11.766985662623354,3.4691232681844624,1.2750178292280312,4.302954890719051,0.7577671826385123,4.898742698047817,1.0404896504495726,2.946410176538907,0.44997823964921707,2.8276947066463607,0.4090308515292657,[]
