sample,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,anomalies
HLY0102-040-081,0.06760611230522313,0.13047332881416684,0.015468492716918006,0.06364697870805615,0.01610985124686285,0.005813950489554211,0.019871400075879637,0.003660346545812612,0.02559815818177128,0.0060305652195371505,0.019294912630978663,0.0033700983713448275,0.02436716008745422,0.004056644357080624,"['Ce', 'Eu']"
HLY0102-047-010,8.010534491197989,20.60824531836339,3.066660454607214,14.916177769162587,4.385485663260089,1.5946301906565532,5.304922817640224,0.9189310812095707,5.839511218576671,1.2216501088806548,3.417156351469919,0.5171632236123905,3.2309002746303825,0.46596887298754125,[]
HLY0102-051-033,4.787731766035677,13.035774151022018,2.036570180642729,10.316490387247455,3.194984503490922,1.1789473187559314,3.9612868561506,0.6897616743919225,4.38514783793235,0.9138895270064872,2.5382656362222535,0.38055251412654256,2.3517001184896125,0.33525451025241537,[]
HLY0102-052-001,5.860821978536059,15.742626440075206,2.4010963073120184,11.795014651249119,3.4432199280466955,1.2413023521424975,4.090378593270412,0.7023527799204264,4.434887928022678,0.9256666934069366,2.5945958295848337,0.39512385993612453,2.492740328216321,0.36402684589745987,[]
HLY0102-055-019,2.16958807072827,6.6778342565044575,1.1635606775523653,6.504467305752383,2.3566418890433676,0.9276015807807789,3.3239556014403315,0.6179349371870216,4.204254145170366,0.935836883681769,2.7710064297047556,0.44196351971496595,2.8977666702739597,0.4367965873574781,[]
HLY0102-055-019,2.164628900925307,6.618734027884182,1.1483008180137813,6.40654036538044,2.326763630530322,0.9189962504730742,3.30936783355165,0.6191910838427565,4.246470749509912,0.9535206493392966,2.8494117443699336,0.45873360955373066,3.0355936551581264,0.46164265017910183,[]
HLY0102-058-007,5.666085754970475,15.422584308136749,2.3910674485434913,11.955596440280281,3.5935309154585697,1.3083242194409823,4.341707626403155,0.7480841350023366,4.719276118702477,0.9797058650307192,2.7205122236754726,0.40913263131263045,2.5429531915833277,0.36534678752318095,[]
HLY0102-061-005,4.257198041090829,12.00017372235161,1.925177830656374,9.940828871752046,3.1351142508223653,1.1598168533487747,3.896362971929375,0.6767331557951355,4.282669698013219,0.8874301225766386,2.4493241420592944,0.36487726625815553,2.2409575713641825,0.317644355852437,[]
HLY0102-063-026,5.290837836801864,13.820783213362333,2.0900956350645563,10.329167671790172,3.1109478037337297,1.1398299133617595,3.811629814462192,0.661755127011733,4.200387538064064,0.87476848586369,2.428798898896128,0.36403080603320503,2.248566755953851,0.3203294056898398,[]
HLY0102-068-003,6.324610774647116,16.7590932543432,2.5405539064898672,12.479186228855825,3.680333814434423,1.3359542378846303,4.435221132393753,0.7672060333638435,4.876771467340167,1.0229555406242472,2.8761734140144952,0.43856128508115766,2.765775225177648,0.4032142650207124,[]
HLY0102-070-075,0.047498087453027964,0.10928357096061402,0.017121864163818664,0.09989576974946165,0.050337050851186824,0.02427778715535069,0.10805265183733817,0.0248889790612785,0.20599719132420313,0.05331669500137919,0.1747931343175682,0.02942471732620423,0.19504616431272395,0.02868420980475507,['Ce']
HLY0102-081-131,0.9636637961305926,3.0915468896720073,0.578274564184089,3.537753706038662,1.5266145061007739,0.6446590306115293,2.453978086500874,0.4776728685752424,3.3387663844133693,0.7461942115050861,2.1721420734916483,0.33449164770208123,2.0874738344230868,0.29654355183247666,[]
HLY0102-084-014,7.680790203194319,19.19924002791042,2.831456642112044,13.872070873331662,4.250331311738394,1.5847460211720426,5.417023237886862,0.9645713227284778,6.293409705596674,1.345779676287576,3.828599823404766,0.5863709885185925,3.6899383771829055,0.533904592514876,[]
HLY0102-086-029,6.932346824714982,18.485581455492817,2.802496364323495,13.714973772242848,4.011420157725986,1.4539459456405037,4.833319055045,0.8404609322454607,5.397456406605791,1.149115132108022,3.2925803105633715,0.5133095045230759,3.3172189760006265,0.496135504475378,[]
HLY0102-090-011,5.786864600429605,15.10781856912661,2.308976733022911,11.634147136007112,3.678673450003197,1.38083819255426,4.7324839339371785,0.8415396761919159,5.461857170670455,1.1583567671867745,3.2613792502343797,0.493676819560426,3.0684012392847104,0.43848467828464655,[]
HLY0102-091-001,5.714567583869216,16.317205796762927,2.6389195749303758,13.705571838099795,4.377528840909238,1.6347299904407318,5.566021211405838,0.9848774476533593,6.390158808055022,1.3639815368877664,3.893133205609978,0.6014788102265266,3.8373520821382185,0.5651785998108141,[]
HUD1966-009-VG305,7.589921809735965,17.694616549233885,2.4766976196192276,11.698269850043147,3.472455713802288,1.291182067157955,4.425868372489738,0.7940253494206327,5.24030606452739,1.1356692024438104,3.2766614588618417,0.5088588177002954,3.244345333269371,0.4750386019493434,[]
HUD1966-009-VG307,7.009398657655854,15.75516615380872,2.140210611989006,9.865849002057193,2.835199067024129,1.0427070639952605,3.5393347681155403,0.6292617331581467,4.116783780759074,0.8849059645811015,2.5330170939809458,0.39032536880162416,2.4696590705285986,0.3589310396334454,[]
HUD1966-009-VG309,8.784508128248556,18.625638928681997,2.427784897982104,10.884331443341637,3.0436479633668965,1.1112432365451574,3.746212112271031,0.6607142365802356,4.276017738252852,0.906478455328315,2.550803697703871,0.38527600177789906,2.383965258690942,0.3383722926378993,[]
HUD1966-009-VG310,7.1723228983092495,16.30467531468505,2.2389029328109222,10.428323181785782,3.0496228565848313,1.129806929260502,3.862773262179896,0.6916959963131176,4.557571259835225,0.9861101419910918,2.839820377167017,0.44002836614838065,2.798143458996519,0.4085068186953297,[]
HUD1966-056-VG312,5.758561876723346,13.073243248119958,1.805911280662054,8.505949910793964,2.552768438678843,0.9564829899718402,3.3030103087775946,0.5960519795203431,3.9452221568062145,0.8540711587044476,2.451599879145007,0.3773954067242151,2.377918165045618,0.3433433745149939,[]
HUD2268-173-VG308,4.287111945427698,12.13025059325904,1.9802788739898938,10.52968206916557,3.580709307277193,1.3787105345815773,4.836659373580342,0.879421175386275,5.836263428992156,1.264660483002955,3.637130624953809,0.5623237193723434,3.5690713286952915,0.5205679603419262,[]
IONRUSS-VIT-313-105,0.40585330090205224,1.0593738184694352,0.16471960651429446,0.8568952482571439,0.29469230598996066,0.11562836433224409,0.4155101613461697,0.07761449861079635,0.5295014828836379,0.11753339690190863,0.34461430033433815,0.054034664257724914,0.3460390962671065,0.05069191268432207,[]
IONRUSS-VIT-313-110,0.7622034469198548,1.7131169462332974,0.2335898799013415,1.0898291775348607,0.33091318078076803,0.1269618910956214,0.455936782170495,0.08714493578587847,0.6240468854257334,0.14841385906783558,0.4737568336296113,0.08179243700016252,0.580561843409337,0.09445173234150034,[]
IONRUSS-VIT-313-54,0.547187217255942,1.3468926982254505,0.20039818110336943,1.010626887903514,0.3379717788737337,0.13217018974559153,0.47541382621126466,0.08920834743234095,0.6131146074791197,0.13728740079832327,0.4062242115666733,0.06426075709366003,0.4148849806575808,0.06121373596339026,[]
IONRUSS-VIT-314-56,0.6232536709806531,1.5465818219059244,0.23206238204187454,1.1794497782952793,0.3979472175271617,0.15573975878052995,0.5591794005106834,0.10442100009740843,0.7117276607246649,0.1575984581087803,0.4600656004079746,0.07167703666638638,0.45527959970864645,0.06606185055185736,[]
IONRUSS-VIT-314-58,0.24790111423229827,0.7362004207780743,0.12758383150565175,0.7261461737387312,0.28144699974688997,0.11477939132246578,0.42584326876973194,0.08165229300302097,0.5690242618996091,0.12835423749512928,0.3810269299550663,0.06032968788399471,0.38942218183321475,0.05742480875016865,[]
IONRUSS-VIT-314-59,0.6383944919734491,1.5488223374322483,0.22287230502863617,1.0717469118572251,0.3230242437668643,0.12045720758289188,0.41379263879423117,0.07442511877932913,0.4931449010875919,0.10750689839526575,0.3126864463482374,0.04905053582460362,0.3164173728665439,0.04692810417840458,[]
IONRUSS-VIT-314-74,0.7070130086290475,1.4313553043016367,0.17806922673042824,0.7643114026423456,0.20158935833771308,0.07257415141141522,0.24345214446131322,0.043183406014635536,0.284539870058895,0.062083218901307205,0.18143359878984097,0.02865597490495431,0.18625725784676445,0.027829305546593144,[]
IRVCAN-SOM-BAT-K11A14,1.4778766952791624,2.542046966851052,0.2595161918934311,0.8947835497758978,0.15857945539959506,0.04857998364137914,0.14079087397368223,0.022037109089994854,0.13165910835983527,0.027023470201612495,0.07685609826487638,0.012167606992010936,0.08121198087198402,0.01268802873903061,[]
IRVCAN-SOM-BAT-K11A15,1.594947040221656,3.559193725682471,0.4291959939247203,1.6068717796640815,0.27623992805563025,0.07875163254343422,0.20625486068135018,0.028454331785470962,0.14676318907202082,0.025919560738275952,0.0636287128359102,0.008763599942511776,0.05145496539217314,0.007165819515701607,[]
IRVCAN-SOM-BAT-K11A16,2.2850798172469338,4.553566487599278,0.5138905935814508,1.8669453038288277,0.32173404530747024,0.09272565511951505,0.24528492492750892,0.03398276476469603,0.17418438975035477,0.030176124023692262,0.07172347738359083,0.009452786316828965,0.05261186235570606,0.006901251523628921,[]
IRVCAN-SOM-BAT-K11A17,1.763034314714845,3.177582861830909,0.3384810593820366,1.208354955027389,0.22109035385302228,0.06760457508271664,0.19328652399267318,0.029452671353698334,0.16877992234540087,0.03285474437697484,0.08783236169151207,0.012989299620844367,0.0807049505027568,0.011729780873115108,[]
IRVCAN-SOM-BAT-K11A18,0.6671882443694429,1.8454546502027855,0.2437289382020943,0.9042215609043828,0.12885208939192389,0.03250319616487284,0.07460398983916833,0.00902880079477426,0.04132926551496327,0.006665983003919442,0.015419672354473935,0.0020635292080553166,0.01210146232219125,0.0017219873436002972,"['Eu', 'Ce']"
IRVCAN-SOM-BAT-K12A1,0.5448016399636405,0.974393208844739,0.09968095022190301,0.33612472573646995,0.05610698404726301,0.016852038116396042,0.04845642599117992,0.007658180289781475,0.047280689117680026,0.010261205838326681,0.03150393691056013,0.005476977119863495,0.04064411438467114,0.007110555397648338,[]
IRVCAN-SOM-BAT-K13A1,1.3953161006810848,2.6921920508221637,0.2792442619136251,0.9070810903951169,0.1293382633516119,0.035423189137735074,0.09217990569460216,0.01314895153371417,0.0734289750006062,0.01461525624374209,0.04180440124230563,0.0068804353508601385,0.04907796921808456,0.008364833466839423,[]
IRVCAN-SOM-BAT-K13A3,1.899773305476161,3.854169974750495,0.40427976477669675,1.2801164191846006,0.16059256222827092,0.040364052406500914,0.09477344697426004,0.012004572870577816,0.0586431548077967,0.010188513420488973,0.025476199420840912,0.003682376448349363,0.023232922419600614,0.003535121523611944,[]
IRVCAN-SOM-BAT-K13A4,0.5378562232171027,0.9913321282522494,0.11518781772967171,0.47267839707482606,0.12106654328388076,0.04378342908043697,0.14887176529009363,0.026980340985988446,0.18290583953381293,0.04118747192897644,0.12436890076106172,0.020288546100458636,0.13599895118216807,0.020907278522598965,[]
IRVCAN-SOM-BAT-K13A5,2.3449293453760536,3.816332788555352,0.3829266963725139,1.332489927105939,0.2471557851335205,0.07710741747929208,0.22569097215894104,0.0351998041976563,0.2056774293018379,0.040499123036724254,0.1085454499532508,0.01595365876291204,0.09775670087912548,0.013927340552031988,[]
IRVCAN-SOM-BAT-K13B4,3.0052824440685635,6.819803857175642,0.791502571770729,2.7235363228870595,0.37052689057229493,0.09322391988803228,0.21365556723017187,0.025677046021427178,0.1153138792453576,0.017976000666236506,0.03956752805384745,0.004967299087864213,0.027015784436315204,0.0035379630773994973,[]
IRVCAN-SOM-BAT-K15A4,1.3175309545026326,2.8749142363092357,0.3403990047987667,1.2569219577848438,0.2133770804327972,0.060805107593869034,0.15970296894722258,0.022169441010147017,0.11546501752190433,0.020642968352721502,0.051392109109703765,0.007186590641841306,0.04286330049107022,0.006063197266096029,[]
IRVCAN-SOM-JP-JP1X2,2.302994523631855,5.296278046673038,0.6195714340661795,2.16540771585206,0.32112096960062114,0.0871308089434402,0.2222386050866498,0.030854319944105812,0.16713297179084732,0.032348465060116655,0.09042419120756025,0.014634916566149963,0.1033177718400572,0.017532715469322446,[]
IRVCAN-SOM-JP-JP3X,0.9862427936311172,1.7682852231338688,0.18125667784508584,0.6102270906790337,0.09974170756772918,0.029368889696521305,0.08208713601240113,0.012486754060804994,0.07336988554795837,0.015043010433540649,0.04338569278540793,0.007059476598862925,0.04895652666113436,0.008009043907151838,['Eu']
IRVCAN-SOM-JP-JPN11,0.9738151658836111,1.6808279672637727,0.18016401717085567,0.6689739153601876,0.13526507000145777,0.042909247407203824,0.12544096789282788,0.019122484116834225,0.10647697473655288,0.019543914166118285,0.0479367123083944,0.006357703837281671,0.03483184308851582,0.004418885353551244,[]
IRVCAN-SOM-JP-JPN2,1.2325736820240694,2.5764219950289724,0.287889790036046,0.9897084230680465,0.14390674991401206,0.037972241802610836,0.09188572800545496,0.011700037973719523,0.055685410504095284,0.009135102009280336,0.020977830214207075,0.0027223555432406947,0.015169266481542841,0.0020189323603970696,[]
IRVCAN-SOM-JP-JPN3A,1.3521582464282704,2.769004211829007,0.30984656946153555,1.0913905213966921,0.17566977327157085,0.04963669939534128,0.13061038940694286,0.018372513371231056,0.09817918007294504,0.018190024124062804,0.04729954362200409,0.0069471331936564965,0.043662520809536,0.006514637517084363,[]
IRVCAN-SOM-JP-JPN3B,1.3049255023700257,2.9540519144703334,0.35552958074418717,1.315309225091976,0.2203208139718348,0.06243311625532748,0.16371334353701844,0.02284120111080961,0.12069039872157729,0.022099846738945154,0.05685174302036556,0.008276056027041272,0.051668557645645444,0.007675206990905248,[]
IRVCAN-SOM-JP-JPN4,1.311787325533434,2.692790966527402,0.3152686998614482,1.2022249987416662,0.23553651100572717,0.07337620682764831,0.21328059846664457,0.03307472001118029,0.19370298371742653,0.038719925376431256,0.10687185880818187,0.0164011916456261,0.10617481488350244,0.01611814195019204,[]
IRVCAN-SOM-JP-JPS1,1.6322423701589595,2.9194875513853713,0.3053897361787712,1.058904474286401,0.17892604671560608,0.05224446107120945,0.1415925359179008,0.020298605060512873,0.1085942875838302,0.019700197181604383,0.04907141697903078,0.006770472010830589,0.03935090321602195,0.005371415170174679,[]
IRVCAN-SOM-JP-JPS4,2.0100937840016004,3.493935376860648,0.3576467210016129,1.2211794861096361,0.20352030215141736,0.05934087005820166,0.16097011366833647,0.023144468868108614,0.12440051793614222,0.022694813072406898,0.056873416065039,0.007894788172869026,0.04615418086729937,0.006334153847492498,[]
IRVCAN-SOM-JP-JPS6A,1.7771526731925376,2.934267267450319,0.3040971300358892,1.1087888792026679,0.22881218586191268,0.07517907928972961,0.23199650411398987,0.03812933917162571,0.23429026746194964,0.04817081777998541,0.13381431354738474,0.020237415255844368,0.12674301744801197,0.018346209665676703,[]
IRVCAN-SOM-JP-JPS6B,1.9083022481962633,3.2516567953916384,0.34381551427599466,1.2671527003110652,0.26223698115147265,0.0859276912601745,0.26418128336439917,0.04325584704349296,0.26503459336180435,0.054438271690663474,0.1513983342150162,0.022971275179731087,0.1445997332534188,0.02106800985002332,[]
