sample,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,anomalies
HLY0102-040-081,0.06695010279051644,0.14252271693624838,0.016159243255751257,0.062268827927534263,0.015397051392283,0.005696137251006558,0.02003818807941113,0.0037610971704779847,0.026277654090363745,0.006073458668779913,0.018960429603700753,0.0032672370754120317,0.0239283762888594,0.004184655331983899,"['Ce', 'Eu']"
HLY0102-047-010,8.096541918149544,20.250421331905024,3.0483218318629293,15.073769845094748,4.440874763704997,1.6010407677167837,5.27871435597441,0.9096101234162757,5.78714320836489,1.218868279285098,3.437174942200988,0.5224429149013231,3.2502313731802817,0.46144002834128306,[]
HLY0102-051-033,4.704612347193083,13.352375994935166,2.061588829916949,10.218924024817813,3.137529159650932,1.1679746455167457,3.967581104429129,0.6965462267469124,4.436063570180842,0.9199027124778852,2.5343851900996643,0.3776718513404191,2.336006500256235,0.33681790511545695,[]
HLY0102-052-001,6.000290673314074,15.457051427632047,2.345597019301154,11.677570799202503,3.502944628599114,1.2672863067022164,4.160953174592918,0.707472280406972,4.408376792729939,0.9099641674997264,2.5390410945294106,0.3886707239558994,2.4924972627118405,0.3740686212779225,[]
HLY0102-055-019,2.0810020756440144,6.935315313563078,1.2095333415017564,6.562834644799825,2.27955731025757,0.8969820244634963,3.2487578466097475,0.6148641820856134,4.264825871811234,0.9615606554497684,2.853116338561682,0.45038455857518206,2.888098195462183,0.4216486502899853,[]
HLY0102-055-019,2.0837923887469416,6.897224733951483,1.1856703681168919,6.388860770546028,2.2494300684190867,0.8947555957437586,3.2709909452598303,0.6224434936270993,4.321951045880446,0.9735368155390027,2.893324588927646,0.46077509833908215,3.013182157512029,0.45423517301616273,[]
HLY0102-058-007,5.695270214731829,15.44653464568136,2.3722616521389694,11.821656400668587,3.596753620167215,1.3185427038537783,4.391529981315547,0.7553949940664451,4.731002169380446,0.972824541223203,2.6822075250705435,0.40335020358740575,2.533697855736247,0.3724623714327358,[]
HLY0102-061-005,4.142010644827326,12.096895486164565,1.9916925032659991,10.27915484648798,3.094028560995195,1.1233188856202116,3.749690981560286,0.6580429581760193,4.273652623495686,0.9125406917289506,2.5695851719710956,0.3815720323058112,2.2607987844307975,0.2980205530214511,[]
HLY0102-063-026,5.3570417896294975,13.718836947504482,2.062051898698989,10.236471482041042,3.1356845748603974,1.153923260008345,3.8583842216124236,0.6665220015066784,4.193606843232039,0.8657143383430757,2.391872433189709,0.3593043389090627,2.2451111109113766,0.3267548751239553,[]
HLY0102-068-003,6.4615168472076405,16.308102629711264,2.5003102576635787,12.58246254080195,3.7589115867321317,1.3529544238305515,4.439271470531425,0.760376704736381,4.815199761921057,1.0135356215334816,2.8714457211620323,0.4409071323063396,2.7847555742262005,0.4029219996333975,[]
